#Logger
1.0 3.0 -2.266011088232363 -0.922074139312122 -0.7285213156874939 -0.5796191537705713 -0.11993394585634333 -4.829326828614286 -11.077721240597903 -4.045841627655444 -0.5441424641863382 -0.0003947406305851305 -0.03992376757436952 -0.02463381403524928 -0.02933072786752805 -0.002788167998310162 -0.025383321561676744 -0.008504412066530279 -0.004576992628050373 -0.00017488508949974133 -0.015839592391833714 -0.009793565011985516 -0.011642350243839925 -0.0011242612896411944 -0.010792908380555466 -0.00031329414604667946 -0.00031229480267810954 -1.2541759275552877 -0.8744254474987068 -1.6489165581404184 -1.1642350243839925 -0.7195272253703644 -1.798818063425911 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 6.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
3.0 9.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
4.0 12.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
5.0 15.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
6.0 18.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
7.0 21.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
8.0 24.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
9.0 27.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
10.0 30.0 -2.265559585898224 -0.9218904161925351 -0.728376157935967 -0.5795036647501521 -0.11991004903748934 -4.828364586043293 -11.07551400647489 -4.045035494381018 -0.5440340438904446 -0.00039466197857984496 -0.039915812770290646 -0.02462890575188146 -0.029324883724856834 -0.0027876124562981456 -0.025378263939058385 -0.008502717563834127 -0.004576080663027063 -0.00017485024367461485 -0.015836436355672258 -0.00979161364577843 -0.011640030507481504 -0.001124037280765381 -0.01079075789534766 -0.00031323172223995287 -0.0003122325779903837 -1.2539260332093807 -0.8742512183730743 -1.6485880117892258 -1.1640030507481502 -0.7193838596898439 -1.79845964922461 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
