#Logger
1 3 1344494019062529.0
2 6 1317011921976543.0
3 9 1362922908053937.0
4 12 1223010818198804.0
5 15 1441234454443691.5
6 18 1067144321309755.0
7 21 1325460775331644.0
8 24 1313380305072811.5
9 27 1432570745718624.0
10 30 1440742595384141.5
11 33 1488455751266080.0
12 36 1402256332510755.8
13 39 1177929263206169.8
14 42 1331937045505052.0
15 45 1277347929599336.0
16 48 1324519556334773.0
17 51 1210719031181084.5
18 54 1422396528447708.8
19 57 1432641467522190.5
20 60 1532252583218841.5
21 63 1275028017763304.5
22 66 1338415376247907.0
23 69 1417038742819617.8
24 72 1449889183353309.8
25 75 1347252292421666.0
26 78 1380221921867971.2
27 81 1337182300603646.5
28 84 1174494969286581.2
29 87 1284633489189174.5
30 90 1332164189030659.2
31 93 1301750082922343.5
32 96 1196777294917527.5
33 99 1412466783769569.2
34 102 1460695768341080.8
35 105 1467624453835108.8
36 108 1449431467294785.0
37 111 1208661353498375.2
38 114 1476721419418469.0
39 117 1337591281734723.8
40 120 1377149660030859.5
41 123 1272125965384828.0
42 126 1064870269541323.5
43 129 1359983423902269.2
44 132 1484448495839738.5
45 135 1389378680890626.0
46 138 1370247880384661.0
47 141 1434249631598254.5
48 144 1330554586262734.8
49 147 1315062678788459.5
50 150 1365394885965985.0
51 153 1360688441820591.5
52 156 1385435948596364.2
53 159 1327648097304344.0
54 162 1316367965971894.8
55 165 1391054777614693.0
56 168 1210805681191068.0
57 171 1330892063926138.5
58 174 1365602159010469.2
59 177 1380634088242679.0
60 180 1222268119670151.5
61 183 1550641325421643.0
62 186 1188446320383141.8
63 189 1448438034430740.5
64 192 1286333548899768.2
65 195 1123107201438425.2
66 198 1334724759119397.5
67 201 1269355488176202.0
68 204 1409090482812666.5
69 207 1326666949007929.5
70 210 1140611729180863.8
71 213 1088043512863444.4
72 216 1340992644025861.2
73 219 1279328789084423.2
74 222 1303084069031101.0
75 225 1235963308514535.8
76 228 1295581043319582.0
77 231 1292622682310196.5
78 234 1252939222925095.0
79 237 1340063434918537.5
80 240 1372529513189188.0
81 243 1249474091255820.8
82 246 1250493633264288.0
83 249 1468073865535338.5
84 252 1491286748024408.5
85 255 1245652485886984.5
86 258 1383373306322651.5
87 261 1471036141135729.5
88 264 1461459660167579.5
89 267 1188766341114486.5
90 270 1425951340964800.2
91 273 1553260960120318.0
92 276 1273193586260245.8
93 279 1293042078830463.0
94 282 894018737679122.8
95 285 1272793424135470.5
96 288 1284321384962498.5
97 291 1174368942927846.8
98 294 1193318245577784.5
99 297 1196305380800555.0
100 300 1297442713414798.0
101 303 1271327584968270.5
102 306 1296443051997279.2
103 309 1430689534975901.8
104 312 1453046673734944.0
105 315 1352242520826083.0
106 318 1277070732160241.2
107 321 1478753892624248.5
108 324 1263657810144691.2
109 327 1375725087549212.5
110 330 1235874428490058.0
111 333 1306838127496855.5
112 336 1256251368089998.0
113 339 1357766591894575.5
114 342 1257269005894573.0
115 345 1335299446956715.5
116 348 1367357499847971.5
117 351 1399971120664504.5
118 354 1446425948037943.5
119 357 1284277626325411.5
120 360 1254946406906250.2
121 363 1462004562623471.8
122 366 1362788317779390.8
123 369 1332356086328724.0
124 372 1213716660115274.2
125 375 1322268894218031.5
126 378 1301495823629645.5
127 381 1275795769746387.0
128 384 1219966992942781.8
129 387 1351603866833812.5
130 390 1293161375245103.0
131 393 1222907517560982.5
132 396 1261860683245458.2
133 399 1206662527814743.0
134 402 985618609605572.5
135 405 1278231500421087.0
136 408 1351927534885053.8
137 411 1454798088693348.0
138 414 1240258706556960.0
139 417 1323786853028087.2
140 420 1132107167980536.5
141 423 1384471742949582.0
142 426 1254613642529392.8
143 429 1419785195142314.0
144 432 1398088672129086.0
145 435 1427832689393734.5
146 438 1293857436552727.0
147 441 1394547300480260.5
148 444 1326752172766021.2
149 447 1278973003955056.5
150 450 1414861102951302.5
151 453 1295245118357427.0
152 456 1403235193259493.0
153 459 1299438338212808.0
154 462 1325017471322699.5
155 465 1107119639346638.0
156 468 1354933848313786.2
157 471 1435312092324520.0
158 474 1076116493749127.8
159 477 1123887773466750.0
160 480 1244990483428581.0
161 483 1370372928647768.0
162 486 1350214156347797.0
163 489 1471341155134092.0
164 492 1272621745870059.0
165 495 1126154898470796.8
166 498 1279664053376817.5
167 501 1342881171743193.5
168 504 1306042407773897.5
169 507 1347966881028680.8
170 510 1330957849768245.2
171 513 1525523205082921.0
172 516 1247459999722161.5
173 519 1409241901999223.0
174 522 1333884509081883.5
175 525 1339631645256690.0
176 528 1387967715025500.5
177 531 1298626234790613.5
178 534 1273756775560520.5
179 537 1343384749933764.8
180 540 1492466990374357.2
181 543 1392970105512435.8
182 546 1533520483350889.0
183 549 1355308977251190.5
184 552 1352115858824417.5
185 555 1403310588499401.0
186 558 1423088429256877.0
187 561 1561031745123458.0
188 564 1432802471379299.8
189 567 1236369300426566.5
190 570 1359762626918986.5
191 573 1172742632381025.0
192 576 1333980688516487.2
193 579 1245809761876241.2
194 582 1213379683694320.8
195 585 1510872311870731.0
196 588 1169210877224905.5
197 591 1352795545034381.8
198 594 1270803409411413.5
199 597 1343017416664695.8
200 600 1320026495797739.5
